ZIPCODE,NAME,total_pop,pct_white,pct_black,pct_native,pct_asian,pct_pacific_islander,pct_hispanic,pct_nonhispanic_white,hh_total,hh_less_than_10k,hh_10k_to_15k,hh_15k_to_25k,hh_25k_to_35k,hh_35k_to_50k,hh_50k_to_75k,hh_75k_to_100k,hh_100k_to_150k,hh_150k_to_200k,hh_200k_or_more,hh_median_income,hh_mean_income,pct_poc,zhvi,max_pfas,mean_pfas,total_detections,num_contaminants
07740,ZCTA5 07740,32917,68.2,13.1,4.6,3.3,0.1,24.9,51.4,13260,5.9,4.8,8.1,6.2,9.0,14.0,11.0,16.2,12.4,12.4,79870,110676,31.799999999999997,784882.1443187142,0.0092,0.0002578947368421053,42.0,20.0
07746,ZCTA5 07746,18476,77.3,2.4,0.7,20.2,0.0,4.0,71.9,6149,1.3,1.1,2.7,3.0,4.7,7.0,4.7,14.4,10.4,50.6,207689,261576,22.700000000000003,871212.381585658,0.0114,0.00025374999999999996,19.0,20.0
07747,ZCTA5 07747,32330,80.3,11.8,1.1,10.2,0.2,12.4,66.0,13097,3.1,3.5,2.7,3.1,6.9,9.7,10.6,20.7,13.6,26.0,124383,153822,19.700000000000003,622808.8245080955,0.065,0.000299,64.0,20.0
07748,ZCTA5 07748,28633,93.6,2.5,1.4,3.3,0.0,11.5,80.8,10278,2.2,1.1,4.0,1.8,4.4,7.9,12.4,15.2,15.2,35.7,152981,190831,6.400000000000006,723101.0591416362,0.0092,0.0002578947368421053,42.0,20.0
07750,ZCTA5 07750,3207,92.8,1.9,0.0,3.7,0.0,7.4,86.7,1553,0.0,0.5,2.0,0.6,2.6,9.7,17.8,16.7,8.8,41.3,150188,262668,7.200000000000003,1051440.0169341085,0.0092,0.0002578947368421053,42.0,20.0
07751,ZCTA5 07751,21109,66.1,2.5,0.9,29.8,0.1,6.3,58.1,7354,2.7,0.4,1.4,2.6,4.7,4.2,5.6,18.4,14.7,45.3,181205,227288,33.900000000000006,848767.2624828207,0.0065,0.00010687500000000001,4.0,20.0
07753,ZCTA5 07753,37297,61.0,30.1,2.5,4.9,0.9,15.3,50.4,15574,5.3,1.6,9.8,5.0,7.6,12.5,11.1,21.0,9.9,16.3,95712,119770,39.0,550993.1576457153,0.0123,0.00033525,52.0,20.0
07755,ZCTA5 07755,5613,91.0,6.2,0.1,1.6,4.5,5.2,74.2,1885,2.7,0.8,2.2,3.7,5.6,11.7,7.2,26.4,10.7,29.1,134338,172051,9.0,997138.036177869,0.0092,0.0002578947368421053,42.0,20.0
07756,ZCTA5 07756,3092,96.4,1.0,0.2,2.2,0.0,3.8,92.5,1754,1.5,2.8,2.2,8.6,8.8,18.2,10.7,12.9,12.0,22.2,89286,153562,3.5999999999999943,872860.2599466437,0.0092,0.0002578947368421053,42.0,20.0
07757,ZCTA5 07757,6195,95.6,1.8,0.1,1.0,0.0,5.3,88.9,2687,1.9,2.9,9.8,2.6,3.6,8.4,13.8,11.9,16.5,28.5,126094,151615,4.400000000000006,890325.3378516162,0.0092,0.0002578947368421053,42.0,20.0
07758,ZCTA5 07758,4076,90.8,3.0,1.4,7.2,0.1,10.8,75.4,1631,1.4,3.6,5.8,8.2,7.1,7.7,11.1,21.8,11.3,22.1,115298,134543,9.200000000000003,576047.2169320313,0.0092,0.0002578947368421053,42.0,20.0
07760,ZCTA5 07760,9692,97.8,0.5,0.3,1.5,0.0,3.8,90.8,3686,0.9,0.2,2.3,2.6,3.2,6.0,6.9,11.6,10.9,55.5,226635,342827,2.200000000000003,1676972.634429315,0.0092,0.0002578947368421053,42.0,20.0
07762,ZCTA5 07762,8262,98.1,1.2,0.2,1.4,0.0,5.1,91.5,4066,2.2,1.5,3.1,4.8,7.9,12.2,11.5,15.8,9.1,31.9,116295,186511,1.9000000000000057,1248374.0388618908,0.0068,0.0001564285714285714,10.0,20.0
07764,ZCTA5 07764,8586,86.9,5.8,1.0,2.2,0.0,9.1,76.9,2810,1.9,1.1,10.2,2.6,4.3,8.8,16.6,14.3,12.6,27.5,114271,153343,13.099999999999994,967194.7059121322,0.0092,0.0002578947368421053,42.0,20.0
07801,ZCTA5 07801,27128,47.8,9.1,0.5,4.7,0.1,66.0,20.9,9407,4.3,1.9,4.2,7.0,10.5,18.7,10.8,20.5,9.4,12.7,84517,107534,52.2,499832.191131232,0.0142,0.0018775,38.0,20.0
07803,ZCTA5 07803,4048,71.4,4.3,0.7,13.6,5.2,32.2,48.0,1489,0.8,0.0,0.0,2.8,9.3,8.7,14.5,26.3,23.9,13.8,119583,133948,28.599999999999994,486123.5766984769,0.0,0.0,0.0,20.0
07820,ZCTA5 07820,0,,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,,,0.0033,8.25e-05,1.0,20.0
07821,ZCTA5 07821,9662,97.2,1.1,0.7,2.6,0.0,9.2,85.5,3553,1.8,1.4,1.3,3.5,4.4,9.2,14.8,16.5,20.9,26.1,141860,168816,2.799999999999997,495280.9301889995,0.0,0.0,0.0,20.0
07822,ZCTA5 07822,827,80.5,4.7,1.6,6.9,0.0,9.3,79.0,306,3.6,0.0,0.0,0.0,0.0,6.5,22.5,34.0,26.8,6.5,114545,131577,19.5,513667.0158499439,,,,
07823,ZCTA5 07823,7451,95.7,1.8,0.5,1.7,0.0,6.1,90.1,3512,1.9,2.5,7.1,10.4,8.3,14.3,10.8,29.0,9.1,6.6,85522,94202,4.299999999999997,372917.9710052743,,,,
07825,ZCTA5 07825,9210,95.3,2.0,0.3,2.5,0.0,9.5,85.1,3442,3.2,0.6,3.9,2.1,6.5,13.6,8.9,24.8,16.2,20.0,123785,146289,4.700000000000003,486920.1200649583,,,,
07826,ZCTA5 07826,5967,93.5,1.4,0.8,2.9,0.3,7.6,83.9,2374,3.2,0.3,2.1,5.3,4.0,11.0,10.1,30.3,17.6,16.0,116598,138564,6.5,437038.9920865721,,,,
07827,ZCTA5 07827,4109,92.2,1.2,0.7,5.3,0.0,7.1,84.1,1654,7.7,0.0,7.8,6.7,5.3,10.2,10.8,22.1,10.0,19.5,101444,123491,7.799999999999997,309708.7780864029,,,,
07828,ZCTA5 07828,15461,73.3,12.1,0.4,9.0,0.0,19.7,58.1,6005,2.0,2.0,1.9,2.1,7.7,15.9,16.9,18.4,16.3,16.8,103320,139438,26.700000000000003,543060.1897170393,0.0086,0.0006531481481481481,69.0,20.0
07830,ZCTA5 07830,7379,89.3,6.4,0.4,2.8,0.2,6.1,81.4,2777,1.2,0.0,3.2,2.7,3.1,14.6,6.1,13.5,16.9,38.8,180852,209926,10.700000000000003,729620.8553653182,0.0055,0.0001575,4.0,20.0
07831,ZCTA5 07831,36,100.0,0.0,0.0,0.0,0.0,0.0,100.0,18,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,N,0.0,,,,,
07832,ZCTA5 07832,3593,94.4,2.6,0.2,1.4,0.0,11.0,83.3,1450,1.8,0.4,1.0,3.7,7.4,16.4,12.8,28.8,16.3,11.4,106424,122568,5.599999999999994,442106.31436208566,0.0,0.0,0.0,20.0
07833,ZCTA5 07833,70,100.0,0.0,0.0,0.0,0.0,0.0,87.1,33,0.0,0.0,0.0,0.0,21.2,42.4,0.0,15.2,0.0,21.2,-,100188,0.0,,,,,
07834,ZCTA5 07834,18385,88.6,4.5,0.7,9.4,0.0,10.1,75.5,6601,1.3,1.4,1.9,3.5,0.9,9.6,11.5,17.8,17.2,34.9,156902,180682,11.400000000000006,639629.5826990143,0.012,0.0009285000000000001,32.0,20.0
07836,ZCTA5 07836,11694,84.2,6.1,0.1,10.3,0.0,16.9,67.9,4585,1.1,1.0,4.1,3.2,3.0,13.9,7.7,14.9,21.2,29.8,151915,163216,15.799999999999997,649458.400610603,0.0073,0.00044062500000000004,29.0,20.0
07838,ZCTA5 07838,3727,98.7,1.0,0.2,1.1,0.0,3.3,91.6,1381,1.0,0.8,0.4,5.3,2.5,12.5,14.0,19.8,16.3,27.4,121599,158351,1.2999999999999972,468430.8275859321,0.0033,8.25e-05,1.0,20.0
07840,ZCTA5 07840,32105,81.9,8.5,1.8,6.5,0.0,18.1,68.2,12768,3.9,2.2,4.1,4.4,7.6,13.8,11.0,21.7,12.0,19.3,105866,131822,18.099999999999994,473825.5196655528,0.0097,0.00021807692307692308,21.0,20.0
07842,ZCTA5 07842,56,100.0,0.0,0.0,0.0,0.0,0.0,100.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,-,N,0.0,,,,,
07843,ZCTA5 07843,11098,84.6,4.7,1.6,3.0,0.0,23.6,67.5,4542,2.8,0.6,1.7,4.2,8.2,14.1,14.3,26.9,12.0,15.1,108651,126689,15.400000000000006,412891.6381119825,0.0116,0.0006053435114503817,23.0,20.0
07844,ZCTA5 07844,111,65.8,0.0,0.0,34.2,0.0,0.0,65.8,49,8.2,0.0,0.0,8.2,0.0,30.6,34.7,0.0,0.0,18.4,80221,90665,34.2,,,,,
07846,ZCTA5 07846,45,100.0,13.3,13.3,0.0,0.0,0.0,86.7,21,0.0,0.0,0.0,0.0,0.0,0.0,52.4,28.6,19.0,0.0,99792,115933,0.0,,,,,
07847,ZCTA5 07847,1776,78.7,10.0,1.1,3.8,0.0,16.2,70.6,659,2.1,3.0,1.2,0.0,11.8,15.8,25.9,17.1,11.5,11.4,85327,112986,21.299999999999997,498677.3745474525,0.0041,1.7083333333333336e-05,1.0,20.0
07848,ZCTA5 07848,4257,92.6,0.7,0.5,5.1,0.9,8.6,83.7,1573,2.2,2.5,2.1,4.1,5.1,13.0,9.6,17.9,15.6,27.8,128317,159712,7.400000000000006,461088.09475169494,,,,
07849,ZCTA5 07849,8380,86.8,2.4,0.9,8.5,0.0,14.0,73.6,3427,1.0,0.4,2.3,2.2,4.7,20.4,8.0,22.9,16.3,21.8,117298,143249,13.200000000000003,512626.69355335063,0.0098,0.0013162500000000001,18.0,20.0
07850,ZCTA5 07850,6828,82.0,11.4,1.3,5.6,0.0,21.5,60.7,2479,3.8,0.9,2.1,9.9,5.2,13.6,11.6,20.7,10.1,22.1,106806,147280,18.0,502632.29777470394,0.0056,0.0003475,6.0,20.0
07851,ZCTA5 07851,263,100.0,0.0,0.0,0.0,0.0,3.0,80.6,105,0.0,0.0,0.0,2.9,5.7,15.2,14.3,41.0,21.0,0.0,108419,108870,0.0,,,,,
07852,ZCTA5 07852,4233,81.9,3.9,0.4,14.0,0.0,13.8,67.1,1710,2.5,1.0,3.2,1.2,7.7,9.8,17.1,18.9,14.6,24.1,119539,145133,18.099999999999994,516836.6932325119,0.0056,9.968749999999999e-05,7.0,20.0
07853,ZCTA5 07853,12339,93.0,1.3,0.1,6.0,0.1,8.3,82.7,4249,0.6,0.5,0.8,2.4,2.0,9.8,6.5,19.6,14.5,43.1,175792,210542,7.0,716159.8160658488,0.0097,0.0002931818181818182,24.0,20.0
07856,ZCTA5 07856,4774,83.4,8.8,0.9,4.0,0.0,11.7,75.2,2305,4.6,0.0,1.6,9.0,7.6,10.3,18.2,25.5,11.5,11.7,92466,113358,16.599999999999994,485831.67496102327,0.0,0.0,0.0,20.0
07857,ZCTA5 07857,3728,75.9,7.2,1.7,3.5,0.0,27.2,58.4,1847,0.9,11.8,0.9,3.4,9.1,19.1,9.3,21.3,9.0,15.1,85898,101791,24.099999999999994,475952.0932097845,0.0086,0.0009625,21.0,20.0
07860,ZCTA5 07860,26047,92.4,3.8,1.8,2.6,0.0,7.0,82.0,10324,3.9,1.4,4.6,4.3,6.1,14.5,10.7,22.0,13.9,18.5,110045,138174,7.599999999999994,428452.0873772923,0.0,0.0,0.0,20.0
07863,ZCTA5 07863,3819,93.6,2.1,0.3,2.5,0.1,8.5,84.7,1592,2.0,2.0,4.5,7.1,6.8,16.2,14.4,18.2,12.1,16.7,94167,122191,6.400000000000006,388274.3554006326,0.0071,0.00024125,11.0,20.0
07865,ZCTA5 07865,2825,90.9,5.0,0.3,1.1,0.0,13.1,73.7,948,3.7,0.0,0.0,7.1,1.2,17.0,20.4,22.8,15.6,12.3,108056,122376,9.099999999999994,486738.4377307266,0.0071,0.00024125,11.0,20.0
07866,ZCTA5 07866,22663,90.0,2.6,0.8,6.6,0.0,16.4,73.4,8645,2.2,1.1,3.8,3.6,6.3,11.2,8.4,21.1,16.7,25.6,131403,165655,10.0,543035.1812386606,0.0142,0.0015841666666666667,63.0,20.0
07869,ZCTA5 07869,26022,80.1,5.1,0.3,11.5,0.3,18.1,63.1,8941,1.4,1.4,1.9,4.9,5.9,7.0,6.7,15.2,12.7,42.8,169497,213883,19.900000000000006,773728.6417659017,0.0275,0.0004457954545454545,67.0,20.0
07870,ZCTA5 07870,34,100.0,0.0,0.0,0.0,0.0,0.0,100.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-,N,0.0,,,,,
07871,ZCTA5 07871,21437,90.3,1.4,2.2,6.3,0.0,9.0,81.0,7998,3.0,0.3,1.2,3.9,3.7,8.8,8.9,16.4,14.7,39.2,167654,200874,9.700000000000003,583786.0283708237,0.0144,0.0009548076923076923,85.0,20.0
07874,ZCTA5 07874,8752,90.1,1.7,0.8,1.8,0.0,19.0,74.8,3272,2.0,0.4,1.2,1.5,8.0,10.5,13.3,21.6,17.7,23.8,132500,153030,9.900000000000006,422598.93469592434,0.0122,0.0008318749999999999,22.0,20.0
07876,ZCTA5 07876,9641,87.4,4.0,0.5,6.3,0.0,11.4,77.7,3240,0.8,0.0,1.2,2.7,7.3,7.3,9.7,14.9,22.4,33.7,161304,180963,12.599999999999994,640255.9909870351,0.0,0.0,0.0,20.0
07878,ZCTA5 07878,766,93.5,11.6,7.0,0.0,0.0,3.7,84.2,297,0.0,0.0,0.0,3.4,7.4,0.0,8.4,59.3,6.7,14.8,116445,122696,6.5,533557.3803659781,,,,
07880,ZCTA5 07880,173,100.0,0.0,0.0,0.0,0.0,0.0,100.0,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.9,43.1,0.0,-,N,0.0,,,,,
07881,ZCTA5 07881,4,100.0,0.0,0.0,0.0,0.0,0.0,100.0,2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,N,0.0,,,,,
07882,ZCTA5 07882,15115,82.0,6.8,0.5,6.3,1.6,13.1,73.8,6099,4.0,0.6,3.0,4.2,6.7,15.5,10.3,27.9,11.6,16.2,107567,125561,18.0,399135.85621259594,0.0071,0.00024125,11.0,20.0
07885,ZCTA5 07885,11806,86.6,4.8,1.9,1.6,0.0,36.1,58.3,4886,5.9,1.2,7.4,2.2,4.2,12.7,15.3,20.7,18.7,11.7,100716,119145,13.400000000000006,489610.2117027988,0.0098,0.000681,26.0,20.0
07901,ZCTA5 07901,24314,77.6,8.3,0.2,9.9,0.1,13.2,66.5,9014,2.7,1.4,4.1,2.4,3.0,6.4,11.0,11.7,9.7,47.6,179701,297789,22.400000000000006,1196929.8978891124,0.0275,0.000448,44.0,20.0
07920,ZCTA5 07920,28753,72.5,1.3,0.6,27.5,0.0,5.9,64.8,10770,2.5,1.1,3.4,3.6,2.1,7.7,6.3,14.5,10.9,48.0,192857,285711,27.5,882648.5364178871,0.0275,0.000448,44.0,20.0
07921,ZCTA5 07921,7700,83.8,3.9,0.9,15.2,0.2,10.8,69.9,3942,6.3,0.3,5.5,4.5,4.9,8.9,8.9,21.9,11.8,27.0,123104,157386,16.200000000000003,483060.8509657848,0.0275,0.0003753125,63.0,20.0
07922,ZCTA5 07922,12195,76.8,3.3,0.3,21.3,0.0,5.9,69.5,4434,1.0,0.4,1.9,5.9,1.2,8.6,4.6,15.7,10.2,50.6,202944,262518,23.200000000000003,880797.7570755546,0.0275,0.000448,44.0,20.0
07924,ZCTA5 07924,7713,91.7,1.3,0.4,2.5,0.0,9.5,85.0,2610,0.8,0.3,0.6,1.5,1.6,5.4,7.7,12.8,11.1,58.2,236042,330463,8.299999999999997,970989.4113151,0.0275,0.000448,44.0,20.0
07926,ZCTA5 07926,161,62.1,0.0,0.0,0.0,0.0,75.8,24.2,50,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,56.0,"250,000+",188810,37.9,,0.0275,0.000448,44.0,20.0
07927,ZCTA5 07927,4882,80.2,0.5,5.3,20.7,0.0,13.7,65.6,1794,0.3,0.9,4.6,0.0,6.2,4.7,5.2,22.3,16.6,39.3,170400,190007,19.799999999999997,727207.777954474,0.0157,0.0007134090909090909,48.0,20.0
07928,ZCTA5 07928,19974,83.3,1.0,0.4,16.4,0.0,5.0,76.0,6752,1.5,1.0,1.3,1.9,4.2,6.0,7.1,14.6,8.8,53.7,220982,316204,16.700000000000003,1215200.1680198172,0.0275,0.00041999999999999996,44.0,20.0
07930,ZCTA5 07930,8648,95.4,1.7,0.1,4.0,0.0,3.9,88.7,2839,1.4,1.6,1.2,2.8,3.3,4.1,4.9,9.8,8.9,61.9,240954,276899,4.599999999999994,885871.4598899353,0.0275,0.0004030357142857143,77.0,20.0
07931,ZCTA5 07931,2985,91.3,1.4,0.0,5.1,0.0,5.1,87.6,1191,5.0,0.4,3.1,2.4,4.0,5.5,6.8,12.9,8.7,51.0,201078,328980,8.700000000000003,1400614.259843595,0.0275,0.000448,44.0,20.0
07932,ZCTA5 07932,11977,77.0,8.3,0.2,13.4,0.0,6.4,67.7,4608,5.9,0.8,1.4,3.1,3.1,9.9,6.4,17.3,14.8,37.3,156458,208347,23.0,941632.439330119,0.0275,0.0004604054054054054,51.0,20.0
07933,ZCTA5 07933,2995,93.4,2.8,1.0,8.3,1.0,18.8,70.5,1144,0.0,1.7,0.0,0.0,8.1,12.3,15.9,12.1,12.3,37.5,-,186628,6.599999999999994,738371.0327576841,0.0275,0.000448,44.0,20.0
07934,ZCTA5 07934,1293,91.6,2.7,0.0,5.3,0.0,5.8,85.1,514,3.5,0.0,0.0,2.3,3.1,3.5,0.0,14.6,6.4,66.5,245429,346457,8.400000000000006,954459.707739255,0.0275,0.000448,44.0,20.0
07935,ZCTA5 07935,584,90.1,0.0,1.0,4.1,0.0,4.8,90.1,241,0.0,0.0,2.5,0.0,15.8,23.2,4.6,14.5,7.9,31.5,106979,157393,9.900000000000006,1065346.7401953377,0.0275,0.000448,44.0,20.0
07936,ZCTA5 07936,11152,82.9,4.8,0.1,14.1,0.0,10.4,71.0,3955,2.9,0.2,2.8,2.9,1.9,5.8,9.1,24.7,11.9,37.8,149583,202237,17.099999999999994,808244.4936959037,0.0275,0.0005974444444444444,82.0,20.0
07939,ZCTA5 07939,322,66.5,33.5,0.0,0.0,0.0,1.2,65.2,0,-,-,-,-,-,-,-,-,-,-,-,-,33.5,,0.0275,0.000448,44.0,20.0
07940,ZCTA5 07940,17610,87.6,4.7,0.4,8.8,0.7,13.5,72.4,5653,3.1,1.0,2.2,3.5,5.1,7.8,5.5,16.1,13.0,42.7,172708,263789,12.400000000000006,968782.865260336,0.0275,0.00045039473684210525,58.0,20.0
07945,ZCTA5 07945,9690,90.5,0.4,0.0,7.2,0.0,7.2,79.7,3497,1.1,1.1,0.7,2.2,3.3,4.3,5.9,9.6,12.0,59.7,"250,000+",321621,9.5,1032368.62535854,0.0275,0.000336,44.0,20.0
07946,ZCTA5 07946,2982,92.6,0.7,0.5,10.4,0.0,7.2,81.4,984,4.1,1.0,1.8,0.0,1.3,2.9,2.5,16.2,17.9,52.2,208587,238953,7.400000000000006,840061.3051411115,0.0275,0.000448,44.0,20.0
07950,ZCTA5 07950,21651,72.3,3.1,0.3,24.2,0.0,9.2,61.2,8367,0.8,0.8,2.9,1.6,5.5,7.7,12.8,15.6,16.3,36.0,153762,186145,27.700000000000003,698059.7910910286,0.0157,0.0008454901960784313,148.0,20.0
07960,ZCTA5 07960,46702,83.1,5.9,0.5,7.8,0.1,19.0,66.2,18575,2.0,1.1,3.0,2.7,4.4,9.0,10.0,15.0,13.1,39.7,160334,225910,16.900000000000006,842963.1977854874,0.0275,0.0005602884615384616,92.0,20.0
07961,ZCTA5 07961,333,54.4,33.9,2.7,0.0,0.0,26.1,38.7,0,-,-,-,-,-,-,-,-,-,-,-,-,45.6,,,,,
07970,ZCTA5 07970,215,100.0,0.0,0.0,0.0,0.0,0.0,93.5,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.3,0.0,51.7,"250,000+",395776,0.0,,0.0,0.0,0.0,20.0
07974,ZCTA5 07974,13349,79.7,3.7,2.6,18.8,0.1,7.9,68.1,5069,0.7,1.4,3.1,2.5,3.8,8.6,8.4,14.6,15.8,41.1,172894,224203,20.299999999999997,916991.7086277428,0.0275,0.000448,44.0,20.0
07976,ZCTA5 07976,389,100.0,0.0,0.0,4.1,0.0,19.8,80.2,151,9.3,0.0,13.9,0.0,0.0,15.2,0.0,4.0,0.0,57.6,247697,475050,0.0,1913402.0578162265,,,,
07977,ZCTA5 07977,917,85.6,5.6,0.9,3.7,0.0,15.4,71.2,303,0.0,0.0,0.0,24.1,0.0,10.6,3.0,11.2,24.4,26.7,150875,172831,14.400000000000006,,0.0075,0.00025416666666666665,19.0,20.0
07979,ZCTA5 07979,214,91.6,6.5,0.0,1.9,0.0,0.0,91.6,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.6,23.4,-,N,8.400000000000006,,0.0075,0.00025416666666666665,19.0,20.0
07980,ZCTA5 07980,2675,90.2,0.9,0.0,7.2,0.0,13.3,79.5,754,1.5,5.7,8.1,2.9,4.4,2.4,5.0,18.6,10.1,41.4,162955,241157,9.799999999999997,716788.0463037208,0.0275,0.000448,44.0,20.0
07981,ZCTA5 07981,9030,80.7,0.9,0.1,14.5,0.0,10.9,67.8,3738,4.3,0.4,1.4,6.0,4.1,8.0,8.2,17.8,18.5,31.3,149893,182251,19.299999999999997,716864.8845565704,0.0157,0.0007134090909090909,48.0,20.0
08001,ZCTA5 08001,854,96.8,3.0,0.0,6.9,0.0,8.9,88.1,326,0.0,0.0,11.7,0.0,15.3,9.8,5.2,35.3,19.6,3.1,134583,112005,3.200000000000003,275694.7820079977,,,,
08002,ZCTA5 08002,24015,71.8,12.8,0.7,14.0,0.1,9.9,62.2,9652,4.9,1.0,5.9,5.1,5.2,15.4,11.4,21.0,15.0,15.1,100951,128231,28.200000000000003,409141.01258575806,0.012,0.0001838827838827839,27.0,20.0
08003,ZCTA5 08003,31809,76.3,5.9,0.7,17.6,0.2,7.0,68.7,11644,4.5,2.6,2.4,3.4,2.9,7.2,6.6,19.1,16.3,34.9,155059,194356,23.700000000000003,538647.0733142437,0.0049,4.3214285714285716e-05,6.0,20.0
08004,ZCTA5 08004,11429,83.4,13.5,0.3,1.7,0.3,9.0,73.1,4149,1.5,3.5,5.2,9.0,3.1,8.2,10.7,31.0,15.6,12.1,111738,119419,16.599999999999994,336390.03376422887,0.0049,4.3214285714285716e-05,6.0,20.0
08005,ZCTA5 08005,26866,95.1,3.1,0.5,2.8,0.2,8.7,84.4,11028,4.0,1.8,6.2,3.9,7.8,14.5,14.5,23.0,10.6,13.6,93584,114570,4.900000000000006,478267.8614380616,0.0,0.0,0.0,20.0
08006,ZCTA5 08006,500,82.8,0.0,0.0,15.2,0.0,2.4,79.8,217,1.4,4.1,0.0,13.8,4.1,4.6,14.7,18.0,18.4,20.7,125417,189670,17.200000000000003,1493224.99405468,0.0,0.0,0.0,20.0
08007,ZCTA5 08007,5417,92.5,3.6,1.8,5.7,0.0,1.0,88.1,2572,6.9,3.1,6.2,10.4,4.2,13.7,5.6,27.5,14.4,7.9,99565,100345,7.5,336993.64872091106,0.0049,4.3214285714285716e-05,6.0,20.0
08008,ZCTA5 08008,6837,96.0,0.3,0.0,3.0,0.0,3.8,91.9,3310,3.5,1.6,3.6,4.1,6.9,12.0,9.7,15.9,11.9,30.9,120054,208152,4.0,1740160.7077553386,0.0,0.0,0.0,20.0
08009,ZCTA5 08009,14346,75.3,17.1,0.2,5.0,0.3,12.0,65.9,5424,3.1,2.1,3.5,7.9,3.6,18.8,10.8,19.6,16.5,14.3,101184,118134,24.700000000000003,381191.97762709047,0.0061,0.000185,8.0,20.0
08010,ZCTA5 08010,11861,62.4,32.0,4.6,2.8,0.8,14.6,50.2,4594,2.6,5.3,6.2,5.5,13.2,12.7,12.2,23.5,9.9,8.8,88037,95899,37.6,316420.22698358883,0.0049,4.3214285714285716e-05,6.0,20.0
08011,ZCTA5 08011,56,100.0,0.0,0.0,0.0,0.0,0.0,100.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-,N,0.0,,,,,
08012,ZCTA5 08012,41812,78.6,15.0,0.5,6.2,0.1,9.3,69.8,16092,3.3,2.0,4.3,4.3,6.3,19.6,12.0,24.5,13.6,10.1,95451,110293,21.400000000000006,347019.3086128432,0.0109,0.00011451219512195122,18.0,20.0
08014,ZCTA5 08014,298,100.0,0.0,0.0,0.0,0.0,0.0,100.0,106,0.0,0.0,0.0,0.0,0.0,16.0,15.1,19.8,49.1,0.0,-,132601,0.0,279871.0775827199,,,,
08015,ZCTA5 08015,19567,71.7,17.8,0.9,6.7,0.4,16.4,61.0,7079,4.8,1.8,5.5,7.2,10.3,15.4,13.4,21.2,11.2,9.3,80889,101843,28.299999999999997,320984.3833662273,0.0,0.0,0.0,20.0
08016,ZCTA5 08016,34920,54.1,41.1,1.9,7.2,0.4,9.0,43.4,13078,6.8,3.6,3.0,6.0,6.8,12.4,12.1,22.5,10.5,16.3,98463,117861,45.9,387107.503352262,0.0185,0.0006925,22.0,20.0
08019,ZCTA5 08019,907,92.2,1.3,2.0,7.2,0.0,17.5,72.8,344,2.9,1.5,0.0,0.9,6.7,8.4,11.6,15.4,11.3,41.3,172500,163834,7.799999999999997,439637.8041316344,,,,
08020,ZCTA5 08020,2480,92.8,0.8,2.2,0.0,0.0,8.1,85.4,1009,2.3,0.0,8.0,0.0,4.2,13.3,11.5,18.1,15.9,26.8,134490,141095,7.200000000000003,415591.51643171953,0.0733,0.00033662280701754385,16.0,20.0
08021,ZCTA5 08021,49305,53.8,33.5,2.5,4.2,0.0,21.8,42.7,20805,5.1,3.9,9.1,7.6,12.1,17.1,14.3,19.0,6.5,5.2,68044,83401,46.2,275076.6597522318,0.0049,2.793650793650794e-05,9.0,20.0
08022,ZCTA5 08022,9172,82.0,20.5,0.1,2.9,0.0,7.9,69.7,3421,2.2,1.6,4.4,2.2,6.8,14.7,9.4,18.1,18.3,22.3,117679,145563,18.0,499095.24702663097,0.0051,0.0001355,6.0,20.0
08023,ZCTA5 08023,375,100.0,0.0,0.0,0.0,0.0,0.0,100.0,146,0.0,0.0,0.0,19.2,14.4,52.1,0.0,14.4,0.0,0.0,65944,65201,0.0,,0.037,0.0029458333333333333,22.0,20.0
08026,ZCTA5 08026,2435,85.0,8.8,1.2,6.5,0.2,8.9,76.1,827,8.7,0.0,2.1,0.7,7.5,11.5,19.3,16.7,11.2,22.2,100313,140868,15.0,360032.37637446844,0.0049,4.3214285714285716e-05,6.0,20.0
08027,ZCTA5 08027,4984,86.5,6.3,0.5,2.0,0.0,10.8,80.4,2043,1.8,1.2,2.7,3.1,11.9,20.2,16.1,16.7,11.5,14.8,92128,112893,13.5,311447.38867234386,0.0,0.0,0.0,20.0
08028,ZCTA5 08028,25098,68.6,19.4,0.9,7.9,0.0,12.0,61.9,8012,6.1,2.8,6.2,5.8,5.5,16.9,13.5,18.8,10.9,13.5,89130,110468,31.400000000000006,355804.85893306666,0.0109,0.00027705882352941177,37.0,20.0
08029,ZCTA5 08029,5459,92.0,5.6,1.7,1.1,0.0,10.8,81.1,2188,4.1,6.6,6.4,5.8,7.0,8.9,14.3,30.9,9.8,6.1,98184,92989,8.0,311292.8072783231,,,,
